Sample	Station_code	Tid_provetak	Year	Month	Day	Station	Sesong	Region	Latitude	Longitude	KLFA	N-NH4	N-SNOX	N-TOT	P-PO4	P-TOT	SALIN	SI-SIO2	TEMP
VT74.2019-12-16	VT74	16.12.2019 00:00	2019	Dec	16	Maurangsfjorden	Vinter	Nordsjøen Nord	9942.799999999814	6696066	0.16	9	60	190	9	17	NA	150	NA
VT75.2019-01-24	VT75	24.01.2019 00:00	2019	Jan	24	Fusafjorden	Vinter	Nordsjøen Nord	-23780.200000000186	6706798.5	0.28	31	88	190	13	20	NA	200	5.15259
VT75.2019-02-26	VT75	26.02.2019 00:00	2019	Feb	26	Fusafjorden	Vinter	Nordsjøen Nord	-23780.200000000186	6706798.5	0.61	14	101	220	15	22	NA	210	6.42886
VT75.2019-03-19	VT75	19.03.2019 00:00	2019	Mar	19	Fusafjorden	Vår	Nordsjøen Nord	-23780.200000000186	6706798.5	3.2	14	23	170	7	18	NA	75	6.37023
VT75.2019-04-25	VT75	25.04.2019 00:00	2019	Apr	25	Fusafjorden	Vår	Nordsjøen Nord	-23780.200000000186	6706798.5	0.74	5	1	140	4	13	NA	75	9.48026
VT75.2019-05-21	VT75	21.05.2019 00:00	2019	May	21	Fusafjorden	Vår	Nordsjøen Nord	-23780.200000000186	6706798.5	1.7	17	1	290	2	16	NA	38	10.05705
VT75.2019-06-25	VT75	25.06.2019 00:00	2019	Jun	25	Fusafjorden	Sommer	Nordsjøen Nord	-23780.200000000186	6706798.5	1	20	3	220	3	16	NA	42	NA
VT75.2019-07-16	VT75	16.07.2019 00:00	2019	Jul	16	Fusafjorden	Sommer	Nordsjøen Nord	-23780.200000000186	6706798.5	0.42	24	2	250	4	14	NA	65	15.23755
VT75.2019-08-19	VT75	19.08.2019 00:00	2019	Aug	19	Fusafjorden	Sommer	Nordsjøen Nord	-23780.200000000186	6706798.5	1.6	7	1	160	3	13	NA	54	16.84281
VT75.2019-09-24	VT75	24.09.2019 00:00	2019	Sep	24	Fusafjorden	Høst	Nordsjøen Nord	-23780.200000000186	6706798.5	1.4	8	1	160	3	12	27.90305	61	14.87419
VT75.2019-10-21	VT75	21.10.2019 00:00	2019	Oct	21	Fusafjorden	Høst	Nordsjøen Nord	-23780.200000000186	6706798.5	1.9	8	5	150	4	12	30.18442	32	11.88785
VT75.2019-11-11	VT75	11.11.2019 00:00	2019	Nov	11	Fusafjorden	Høst	Nordsjøen Nord	-23780.200000000186	6706798.5	0.52	5	37	140	8	12	NA	68	NA
VT75.2019-12-16	VT75	16.12.2019 00:00	2019	Dec	16	Fusafjorden	Vinter	Nordsjøen Nord	-23780.200000000186	6706798.5	0.16	11	57	190	9	17	NA	130	NA
VT79.2019-01-13	VT79	13.01.2019 00:00	2019	Jan	13	Nærnes	Vinter	Nordsjøen Nord	71014.90000000037	6788449.300000001	0.52	11	94	210	12	20	NA	320	6.33773
VT79.2019-02-24	VT79	24.02.2019 00:00	2019	Feb	24	Nærnes	Vinter	Nordsjøen Nord	71014.90000000037	6788449.300000001	0.81	11	82	190	12	21	NA	260	5.70612
VT79.2019-03-14	VT79	14.03.2019 00:00	2019	Mar	14	Nærnes	Vår	Nordsjøen Nord	71014.90000000037	6788449.300000001	3.2	9	18	180	5	20	NA	70	5.84932
VT79.2019-04-14	VT79	14.04.2019 00:00	2019	Apr	14	Nærnes	Vår	Nordsjøen Nord	71014.90000000037	6788449.300000001	1.1	15	42	140	8	19	NA	200	7.19107
VT79.2019-05-13	VT79	13.05.2019 00:00	2019	May	13	Nærnes	Vår	Nordsjøen Nord	71014.90000000037	6788449.300000001	1.4	9	1	180	4	13	NA	64	8.98182
VT79.2019-06-16	VT79	16.06.2019 00:00	2019	Jun	16	Nærnes	Sommer	Nordsjøen Nord	71014.90000000037	6788449.300000001	1.5	8	2	140	3	14	NA	120	11.79551
VT79.2019-08-11	VT79	11.08.2019 00:00	2019	Aug	11	Nærnes	Sommer	Nordsjøen Nord	71014.90000000037	6788449.300000001	0.68	8	2	130	2	10	21.85979	26	17.20128
VT79.2019-09-13	VT79	13.09.2019 00:00	2019	Sep	13	Nærnes	Høst	Nordsjøen Nord	71014.90000000037	6788449.300000001	1.8	9	3	180	3	9	21.99121	180	14.59994
VT79.2019-10-12	VT79	12.10.2019 00:00	2019	Oct	12	Nærnes	Høst	Nordsjøen Nord	71014.90000000037	6788449.300000001	1.1	11	7	210	4	11	29.32462	61	14.1575
VT79.2019-11-17	VT79	17.11.2019 00:00	2019	Nov	17	Nærnes	Høst	Nordsjøen Nord	71014.90000000037	6788449.300000001	0.71	8	42	150	9	13	30.20323	160	9.58346
VT79.2019-12-15	VT79	15.12.2019 00:00	2019	Dec	15	Nærnes	Vinter	Nordsjøen Nord	71014.90000000037	6788449.300000001	0.26	7	51	160	8	14	NA	210	NA
VT81.2019-01-22	VT81	22.01.2019 00:00	2019	Jan	22	Alvenes	Vinter	Norskehavet Nord II	499008.5	7461959	0.16	15	88	300	15	23	30.635	340	4.124
VT81.2019-02-20	VT81	20.02.2019 00:00	2019	Feb	20	Alvenes	Vinter	Norskehavet Nord II	499008.5	7461959	0.16	8	98	200	17	23	32.13666	340	4.828
VT81.2019-03-25	VT81	25.03.2019 00:00	2019	Mar	25	Alvenes	Vår	Norskehavet Nord II	499008.5	7461959	2.2	14	66	180	15	25	32.185	340	4.5085
VT81.2019-04-23	VT81	23.04.2019 00:00	2019	Apr	23	Alvenes	Vår	Norskehavet Nord II	499008.5	7461959	1.3	23	3	230	9	19	30.78	310	5.436
VT81.2019-05-15	VT81	15.05.2019 00:00	2019	May	15	Alvenes	Vår	Norskehavet Nord II	499008.5	7461959	2.2	8	1	280	5	16	28.74	82	6.62
VT81.2019-06-24	VT81	24.06.2019 00:00	2019	Jun	24	Alvenes	Sommer	Norskehavet Nord II	499008.5	7461959	1.8	8	1	160	3	14	27.58222	100	8.781
VT81.2019-07-10	VT81	10.07.2019 00:00	2019	Jul	10	Alvenes	Sommer	Norskehavet Nord II	499008.5	7461959	0.82	6	2	160	3	10	23.82	130	10.9405
VT81.2019-08-19	VT81	19.08.2019 00:00	2019	Aug	19	Alvenes	Sommer	Norskehavet Nord II	499008.5	7461959	0.65	5	1	160	3	13	29.74868	45	10.913
VT81.2019-09-16	VT81	16.09.2019 00:00	2019	Sep	16	Alvenes	Høst	Norskehavet Nord II	499008.5	7461959	1.2	8	1	210	4	11	30.10505	140	11.064
VT81.2019-10-29	VT81	29.10.2019 00:00	2019	Oct	29	Alvenes	Høst	Norskehavet Nord II	499008.5	7461959	0.67	6	47	150	12	18	31.85	120	8.42
VT81.2019-11-26	VT81	26.11.2019 00:00	2019	Nov	26	Alvenes	Høst	Norskehavet Nord II	499008.5	7461959	0.31	5	65	170	15	18	31.96	190	6.614
VT81.2019-12-17	VT81	17.12.2019 00:00	2019	Dec	17	Alvenes	Vinter	Norskehavet Nord II	499008.5	7461959	0.31	7	73	190	14	21	31.88	270	5.46
VT82.2019-01-22	VT82	22.01.2019 00:00	2019	Jan	22	Setså	Vinter	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.16	15	85	310	16	24	31.145	320	4.6235
VT82.2019-02-20	VT82	20.02.2019 00:00	2019	Feb	20	Setså	Vinter	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.16	12	80	220	18	22	31.98	320	4.4845
VT82.2019-03-25	VT82	25.03.2019 00:00	2019	Mar	25	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	3.9	15	45	180	12	24	30.255	350	3.92
VT82.2019-04-23	VT82	23.04.2019 00:00	2019	Apr	23	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.5	12	1	150	8	20	31.83	280	5.056
VT82.2019-05-13	VT82	13.05.2019 00:00	2019	May	13	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	5.1	14	1	280	6	21	28.04	120	6.738
VT82.2019-06-24	VT82	24.06.2019 00:00	2019	Jun	24	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	2.5	20	2	230	3	13	23.15264	180	9.7002
VT82.2019-07-10	VT82	10.07.2019 00:00	2019	Jul	10	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1	8	2	160	3	8	21.18	320	10.985
VT82.2019-08-19	VT82	19.08.2019 00:00	2019	Aug	19	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.2	15	2	170	6	18	29.23147	53	10.936
VT82.2019-09-16	VT82	16.09.2019 00:00	2019	Sep	16	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.7	11	10	180	6	14	31.11956	120	10.744
VT82.2019-10-29	VT82	29.10.2019 00:00	2019	Oct	29	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.93	12	48	170	12	18	31.16	130	7.467
VT82.2019-11-26	VT82	26.11.2019 00:00	2019	Nov	26	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.31	5	71	150	16	17	32.38	210	7.202
VT82.2019-12-17	VT82	17.12.2019 00:00	2019	Dec	17	Setså	Vinter	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.31	7	77	190	13	20	32.46	210	6.551
VR21.2018-01-29	VR21	29.01.2018 00:00	2018	Jan	29	Bugøynes (Varangerfjorden)	Vinter	Barentshavet	1064219.5	7830545.300000001	0.16	10	76	335	19	24	34.29	210	3.741
VR21.2018-02-23	VR21	23.02.2018 00:00	2018	Feb	23	Bugøynes (Varangerfjorden)	Vinter	Barentshavet	1064219.5	7830545.300000001	0.14	8	97	345	19	25	34.455	230	3.1385
VR21.2018-03-27	VR21	27.03.2018 00:00	2018	Mar	27	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	0.16	6	95	310	19	27	34.325	240	2.245
VR21.2018-04-18	VR21	18.04.2018 00:00	2018	Apr	18	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	2.2	7	20	310	9	21	33.86	240	2.604
VR21.2018-05-18	VR21	18.05.2018 00:00	2018	May	18	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	0.38	6	1	360	6	12	32.79	100	6.387
VR21.2018-06-25	VR21	25.06.2018 00:00	2018	Jun	25	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	0.38	16	2	180	7	19	33.335	170	8.0055
VR21.2018-07-19	VR21	19.07.2018 00:00	2018	Jul	19	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	0.24	21	1	240	5	15	33.6	120	11.392
VR21.2018-08-24	VR21	24.08.2018 00:00	2018	Aug	24	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	0.66	16	2	170	5	17	33.46	96	11.382
VR21.2018-09-22	VR21	22.09.2018 00:00	2018	Sep	22	Bugøynes (Varangerfjorden)	Høst	Barentshavet	1064219.5	7830545.300000001	0.41	51	5	150	8	12	33.165	210	9.934
VR21.2018-10-18	VR21	18.10.2018 00:00	2018	Oct	18	Bugøynes (Varangerfjorden)	Høst	Barentshavet	1064219.5	7830545.300000001	0.38	24	38	200	11	21	34.065	150	8.1605
VR24.2018-01-19	VR24	19.01.2018 00:00	2018	Jan	19	Tanafjorden Midtre	Vinter	Barentshavet	987625	7903433.199999999	0.31	8	92	210	16	22	34.39	160	5.224
VR24.2018-02-16	VR24	16.02.2018 00:00	2018	Feb	16	Tanafjorden Midtre	Vinter	Barentshavet	987625	7903433.199999999	0.12	8	116	275	18	25	34.32	200	3.9595
VR24.2018-03-17	VR24	17.03.2018 00:00	2018	Mar	17	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	0.12	9	105	230	21	31	34.29	260	3.15433
VR24.2018-04-14	VR24	14.04.2018 00:00	2018	Apr	14	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	0.49	7	101	215	19	27	34.34	240	3.104
VR24.2018-05-12	VR24	12.05.2018 00:00	2018	May	12	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	1.1	8	3	130	6	16	34.345	25	4.439
VR24.2018-06-18	VR24	18.06.2018 00:00	2018	Jun	18	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	0.62	5	2	93	4	14	32.72	210	7.127
VR24.2018-07-14	VR24	14.07.2018 00:00	2018	Jul	14	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	0.68	11	1	110	4	17	33.18	82	9.5765
VR24.2018-08-18	VR24	18.08.2018 00:00	2018	Aug	18	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	1.1	18	6	98	11	22	33.6	85	10.305
VR24.2018-09-15	VR24	15.09.2018 00:00	2018	Sep	15	Tanafjorden Midtre	Høst	Barentshavet	987625	7903433.199999999	1.6	13	6	160	6	16	34.03	40	9.747
VR24.2018-10-06	VR24	06.10.2018 00:00	2018	Oct	6	Tanafjorden Midtre	Høst	Barentshavet	987625	7903433.199999999	0.6	11	23	200	10	18	33.8	83	8.156
VR24.2018-12-11	VR24	11.12.2018 00:00	2018	Dec	11	Tanafjorden Midtre	Vinter	Barentshavet	987625	7903433.199999999	0.16	9	82	160	15	24	33.65666	180	5.545
VR31.2018-01-23	VR31	23.01.2018 00:00	2018	Jan	23	Tilremfjorden	Vinter	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.16	9	96	175	16	23	33.46	NA	5.361
VR31.2018-03-14	VR31	14.03.2018 00:00	2018	Mar	14	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.16	7	110	195	21	29	34.114	320	5.389
VR31.2018-04-25	VR31	25.04.2018 00:00	2018	Apr	25	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	2.6	8	15	160	8	20	33.988	51	5.189
VR31.2018-05-14	VR31	14.05.2018 00:00	2018	May	14	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	1.5	7	1	130	7	22	32.861	70	7.648
VR31.2018-06-12	VR31	12.06.2018 00:00	2018	Jun	12	Tilremfjorden	Sommer	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.53	6	1	120	3	13	33.929	81	5.447
VR31.2018-08-21	VR31	21.08.2018 00:00	2018	Aug	21	Tilremfjorden	Sommer	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.79	6	1	160	4	18	32.366	46	12.224
VR31.2018-09-19	VR31	19.09.2018 00:00	2018	Sep	19	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.97	16	2	120	5	15	32.577	82	12.713
VR31.2018-10-04	VR31	04.10.2018 00:00	2018	Oct	4	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.72	8	9	89	6	15	32.601	90	11.341
VR31.2018-11-13	VR31	13.11.2018 00:00	2018	Nov	13	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.28	23	48	220	11	13	32.202	120	8.866
VR31.2018-12-04	VR31	04.12.2018 00:00	2018	Dec	4	Tilremfjorden	Vinter	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.16	7	62	170	11	18	32.466	150	7.63
VR4.2018-03-01	VR4	01.03.2018 00:00	2018	Mar	1	Ytre Kvænangen	Vår	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.17	7	99	180	22	24	34.185	250	3.641
VR4.2018-03-20	VR4	20.03.2018 00:00	2018	Mar	20	Ytre Kvænangen	Vår	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.16	6	105	210	21	32	33.86	290	3.041
VR4.2018-04-15	VR4	15.04.2018 00:00	2018	Apr	15	Ytre Kvænangen	Vår	Norskehavet Nord III	730173.2000000002	7790303.8999999985	3.4	5	34	133	9	21	33.79	110	2.375
VR4.2018-05-14	VR4	14.05.2018 00:00	2018	May	14	Ytre Kvænangen	Vår	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.56	15	3	119	10	26	33.73	79	5.1195
VR4.2018-06-12	VR4	12.06.2018 00:00	2018	Jun	12	Ytre Kvænangen	Sommer	Norskehavet Nord III	730173.2000000002	7790303.8999999985	1.6	16	2	110	7	17	33.637	61	6.356
VR4.2018-07-11	VR4	11.07.2018 00:00	2018	Jul	11	Ytre Kvænangen	Sommer	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.47	15	1	82	5	17	33.395	57	9.079
VR4.2018-08-22	VR4	22.08.2018 00:00	2018	Aug	22	Ytre Kvænangen	Sommer	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.9	10	2	110	4	18	33.38	32	10.742
VR4.2018-09-14	VR4	14.09.2018 00:00	2018	Sep	14	Ytre Kvænangen	Høst	Norskehavet Nord III	730173.2000000002	7790303.8999999985	1.6	20	8	140	8	15	34.01	37	10.634
VR4.2018-10-11	VR4	11.10.2018 00:00	2018	Oct	11	Ytre Kvænangen	Høst	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.6	9	27	120	11	21	33.655	71	9.092
VR4.2018-11-12	VR4	12.11.2018 00:00	2018	Nov	12	Ytre Kvænangen	Høst	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.16	14	61	170	13	18	33.67	210	7.848
VR4.2018-12-10	VR4	10.12.2018 00:00	2018	Dec	10	Ytre Kvænangen	Vinter	Norskehavet Nord III	730173.2000000002	7790303.8999999985	0.16	10	74	180	15	24	33.5985	260	6.916
VR51.2018-01-18	VR51	18.01.2018 00:00	2018	Jan	18	Korsen	Vinter	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.16	15	73	160	14	18	33.56	170	8.386
VR51.2018-02-13	VR51	13.02.2018 00:00	2018	Feb	13	Korsen	Vinter	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.29	24	67	165	14	20	33.49	150	7.524
VR51.2018-03-12	VR51	12.03.2018 00:00	2018	Mar	12	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	5.1	24	19	155	8	20	33.23	25	5.598
VR51.2018-04-19	VR51	19.04.2018 00:00	2018	Apr	19	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.8	11	7	160	6	17	31.84	27	4.813
VR51.2018-05-14	VR51	14.05.2018 00:00	2018	May	14	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	1.2	16	2	150	3	9	26.36	210	7.967
VR51.2018-07-16	VR51	16.07.2018 00:00	2018	Jul	16	Korsen	Sommer	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.32	15	1	99	3	14	27.66	130	12.009
VR51.2018-08-21	VR51	21.08.2018 00:00	2018	Aug	21	Korsen	Sommer	Norskehavet Sør I	83360.70000000019	6910441.699999999	1.2	22	7	130	3	15	26.83	190	14.069
VR51.2018-09-18	VR51	18.09.2018 00:00	2018	Sep	18	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.83	77	3	370	4	12	30.01	150	14.238
VR51.2018-10-16	VR51	16.10.2018 00:00	2018	Oct	16	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.77	37	10	150	4	11	24.73	460	12.641
VR51.2018-11-13	VR51	13.11.2018 00:00	2018	Nov	13	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.32	30	48	130	10	16	31.69	140	11.691
VR51.2018-12-14	VR51	14.12.2018 00:00	2018	Dec	14	Korsen	Vinter	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.16	37	54	240	12	21	32.68	160	8.863
VR52.2018-01-26	VR52	26.01.2018 00:00	2018	Jan	26	Broemsneset	Vinter	Norskehavet Sør II	322629	7154545.6000000015	0.16	6	94	160	15	19	33.07	300	5.79
VR52.2018-02-21	VR52	21.02.2018 00:00	2018	Feb	21	Broemsneset	Vinter	Norskehavet Sør II	322629	7154545.6000000015	0.16	5	100	165	17	23	33.675	260	5.422
VR52.2018-03-22	VR52	22.03.2018 00:00	2018	Mar	22	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	5.3	5	9	110	5	19	33.09	58	5.288
VR52.2018-04-26	VR52	26.04.2018 00:00	2018	Apr	26	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	0.21	28	17	150	8	17	31.59	770	5.841
VR52.2018-05-23	VR52	23.05.2018 00:00	2018	May	23	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	1.1	11	8	110	3	14	31.29	220	8.789
VR52.2018-06-27	VR52	27.06.2018 00:00	2018	Jun	27	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.5	12	4	120	4	12	30.48	180	9.094
VR52.2018-08-01	VR52	01.08.2018 00:00	2018	Aug	1	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.26	5	1	82	2	11	31.68	25	10.668
VR52.2018-08-24	VR52	24.08.2018 00:00	2018	Aug	24	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.29	103	12	89	7	14	31.75	230	13.189
VR52.2018-09-27	VR52	27.09.2018 00:00	2018	Sep	27	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.35	39	39	210	8	14	16.34	2230	9.4
VR52.2018-10-26	VR52	26.10.2018 00:00	2018	Oct	26	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.16	128	47	230	8	11	29.73	700	10.896
VR52.2018-11-13	VR52	13.11.2018 00:00	2018	Nov	13	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.16	42	49	130	10	12	31.76	280	9.905
VR52.2018-12-18	VR52	18.12.2018 00:00	2018	Dec	18	Broemsneset	Vinter	Norskehavet Sør II	322629	7154545.6000000015	0.16	7	70	220	11	19	32.5	230	7.018
VR54.2018-02-23	VR54	23.02.2018 00:00	2018	Feb	23	Straumsfjorden (Bakkland)	Vinter	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.16	8	94	165	18	26	33.71	320	2.828
VR54.2018-04-02	VR54	02.04.2018 00:00	2018	Apr	2	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.5	5	5	73	4	13	32.55	110	2.43
VR54.2018-04-30	VR54	30.04.2018 00:00	2018	Apr	30	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.68	5	25	144	9	16	33.568	180	4.234
VR54.2018-05-28	VR54	28.05.2018 00:00	2018	May	28	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.92	15	16	150	7	15	30.342	250	5.902
VR54.2018-06-13	VR54	13.06.2018 00:00	2018	Jun	13	Straumsfjorden (Bakkland)	Sommer	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.69	5	25	120	7	16	31.422	160	6.149
VR54.2018-07-20	VR54	20.07.2018 00:00	2018	Jul	20	Straumsfjorden (Bakkland)	Sommer	Norskehavet Nord I	630395.4000000004	7713898.199999999	NA	5	9	110	6	18	32.35	81	8.685
VR54.2018-09-07	VR54	07.09.2018 00:00	2018	Sep	7	Straumsfjorden (Bakkland)	Høst	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.7	6	2	110	6	19	31.83	110	10.173
VR54.2018-10-19	VR54	19.10.2018 00:00	2018	Oct	19	Straumsfjorden (Bakkland)	Høst	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.26	5	31	130	9	19	31.82	240	8.5605
VR54.2018-11-29	VR54	29.11.2018 00:00	2018	Nov	29	Straumsfjorden (Bakkland)	Høst	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.16	29	65	160	13	20	32.285	350	6.866
VR55.2018-03-01	VR55	01.03.2018 00:00	2018	Mar	1	Spilderbukta	Vår	Norskehavet Nord III	755282.2999999998	7776145	0.17	6	93	170	17	24	34.175	270	2.671
VR55.2018-03-20	VR55	20.03.2018 00:00	2018	Mar	20	Spilderbukta	Vår	Norskehavet Nord III	755282.2999999998	7776145	0.16	5	97	170	18	27	33.69	310	2.358
VR55.2018-04-15	VR55	15.04.2018 00:00	2018	Apr	15	Spilderbukta	Vår	Norskehavet Nord III	755282.2999999998	7776145	2.8	6	20	115	6	17	33.685	96	2.316
VR55.2018-05-14	VR55	14.05.2018 00:00	2018	May	14	Spilderbukta	Vår	Norskehavet Nord III	755282.2999999998	7776145	0.16	15	2	130	4	9	33.59	25	4.917
VR55.2018-06-12	VR55	12.06.2018 00:00	2018	Jun	12	Spilderbukta	Sommer	Norskehavet Nord III	755282.2999999998	7776145	0.62	6	1	97	4	13	31.954	160	7.018
VR55.2018-07-11	VR55	11.07.2018 00:00	2018	Jul	11	Spilderbukta	Sommer	Norskehavet Nord III	755282.2999999998	7776145	0.3	7	1	80	2	13	31.125	43	10.804
VR55.2018-08-22	VR55	22.08.2018 00:00	2018	Aug	22	Spilderbukta	Sommer	Norskehavet Nord III	755282.2999999998	7776145	0.68	9	1	99	3	16	32.805	42	11.188
VR55.2018-09-14	VR55	14.09.2018 00:00	2018	Sep	14	Spilderbukta	Høst	Norskehavet Nord III	755282.2999999998	7776145	0.77	12	1	99	3	13	33	31	10.919
VR55.2018-10-11	VR55	11.10.2018 00:00	2018	Oct	11	Spilderbukta	Høst	Norskehavet Nord III	755282.2999999998	7776145	0.62	10	18	160	7	16	33.47	53	8.843
VR55.2018-11-12	VR55	12.11.2018 00:00	2018	Nov	12	Spilderbukta	Høst	Norskehavet Nord III	755282.2999999998	7776145	0.18	12	51	160	11	18	33.72	170	7.958
VR55.2018-12-10	VR55	10.12.2018 00:00	2018	Dec	10	Spilderbukta	Vinter	Norskehavet Nord III	755282.2999999998	7776145	0.16	11	84	180	16	26	33.4905	260	6.773
VR56.2018-03-01	VR56	01.03.2018 00:00	2018	Mar	1	Reisafjorden ytre	Vår	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.17	9	92	175	16	25	34.24	270	2.213
VR56.2018-03-20	VR56	20.03.2018 00:00	2018	Mar	20	Reisafjorden ytre	Vår	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.16	5	90	175	18	25	33.69	300	1.653
VR56.2018-04-15	VR56	15.04.2018 00:00	2018	Apr	15	Reisafjorden ytre	Vår	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.8	5	4	107	3	11	33.64	93	1.8015
VR56.2018-05-14	VR56	14.05.2018 00:00	2018	May	14	Reisafjorden ytre	Vår	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.24	7	1	120	4	9	33.23	96	4.672
VR56.2018-06-12	VR56	12.06.2018 00:00	2018	Jun	12	Reisafjorden ytre	Sommer	Norskehavet Nord III	733267.7999999998	7767141.1000000015	1.2	7	2	97	5	15	32.999	140	6.732
VR56.2018-07-11	VR56	11.07.2018 00:00	2018	Jul	11	Reisafjorden ytre	Sommer	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.7	11	1	100	3	15	31.94	39	9.298
VR56.2018-08-22	VR56	22.08.2018 00:00	2018	Aug	22	Reisafjorden ytre	Sommer	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.9	11	2	140	2	16	31.2	150	11.827
VR56.2018-09-14	VR56	14.09.2018 00:00	2018	Sep	14	Reisafjorden ytre	Høst	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.8	11	1	83	4	14	33.03	67	10.589
VR56.2018-10-11	VR56	11.10.2018 00:00	2018	Oct	11	Reisafjorden ytre	Høst	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.7	5	20	130	8	18	33.19	120	8.703
VR56.2018-11-12	VR56	12.11.2018 00:00	2018	Nov	12	Reisafjorden ytre	Høst	Norskehavet Nord III	733267.7999999998	7767141.1000000015	0.19	14	53	170	12	20	33.54	250	7.375
